Name,Email,Phone Number,Combined Address,Address, City, State,Zip,Website,GPS Coordinates,Par / Yards,Price Range /season,Twitter,Facebook
Sierra del Rio,"(Jerry Traweek, Course Superintendent) jerry@sdrgolf.com",(575) 744-4653,"101 Clubhouse Dr, Elephant Butte, NM ",101 Clubhouse Dr, Elephant Butte, NM ,87935,"
http://www.sierradelriogolf.com",,,,@TurtlebackMt,https://www.facebook.com/TurtlebackMtn
"Silverado Resort, Spa (North)",Golf@SilveradoResort.com,707-257-0200,Napa,,Napa,,94558,http://www.silveradoresort.com,,not listed on site,$59-$209,@SilveradoResort,https://www.facebook.com/silveradoresort
Siwanoy,(David Cecil - GM) dcecil@siwanoycc.com,(914) 337-3840,"351 Pondfield Rd, Bronxville, NY",351 Pondfield Rd, Bronxville, NY,10708,https://www.siwanoycc.com,,,,no account,no page found
Skokie CC,,(847) 835-0600,"500 Washington Ave, Glencoe, IL",500 Washington Ave, Glencoe, IL,60022,http://www.skokiecc.com,,,,,
Sleepy Hollow CC,"(Tom Nevin, GM) tnevin@sleepyhollowcc.org",(914) 941-8070,"777 Albany Post Rd, Briarcliff Manor, NY",777 Albany Post Rd, Briarcliff Manor, NY,10510,http://www.sleepyhollowcc.org/,,,,no account,https://www.facebook.com/pages/Sleepy-Hollow-Golf-Course/113747301987599
Sleepy Hollow GC,call,(440) 526-4285,"9445 Brecksville Rd, Cleveland, OH",9445 Brecksville Rd, Cleveland, OH,44141,http://www.sleepyhollowclyde.com,,"Par - 71 // 6,723 yards",,,https://www.facebook.com/SleepyHollowClyde?ref=stream&fref=nf
Soldier Hollow (Gold),info@soldierhollow.com,(435) 654-2002,"2002 Soldier Hollow Dr, Midway, UT",2002 Soldier Hollow Dr, Midway, UT,84049,http://soldierhollow.com,,,,not listed on site,https://www.facebook.com/pages/Soldier-Hollow-Golf-Course/144107639092624
Somerset Hills CC,SomersetHillsCC@somersetcc.org,(908)766-0043,"Bernardsville, NJ",,Bernardsville, NJ,07924,http://www.somersetcc.org,,,,,
Sonoma Ranch,"*no email listed, contact form (asks for phone number)",(575) 521-1818,"1274 Golf Club Rd, Las Cruces, NM",1274 Golf Club Rd, Las Cruces, NM,88011,http://www.sonomaranchgolf.com,,,,@SonomaRanchGolf,https://www.facebook.com/sonomaranchgolfcourse
South Mountain GC,jbrewster@slco.org,(385) 468-1480,"1247 E Mike Weir Dr, Draper, UT ",1247 E Mike Weir Dr, Draper, UT ,84020,http://www.slco.org/slcountygolf/cSouthMountain/,,,,no account,no account
Southern Dunes GC,"(Shane Trice, General Manager) shane@southerndunes.com",(863) 421-4653,Haines City,,Haines City,,33844,http://www.southerndunes.com,,,,@SouthernDunesGC,https://www.facebook.com/SouthernDunesGCC
Southern Highlands,no email listed; contact form available,(702) 263-1000,"1 Robert Trent Jones Ln, Las Vegas, NV ",1 Robert Trent Jones Ln, Las Vegas, NV ,89141,http://www.southernhighlands.com,,,,@SHCollegiate,https://www.facebook.com/pages/Southern-Highlands-Golf-Course-Community/447695008695317
Southern Hills,"(Jason Happe, golf course superintendent) golfsupt@goldenwest.net",(605) 745-6400,"1130 Clubhouse Dr, Hot Springs, SD",1130 Clubhouse Dr, Hot Springs, SD,57747,http://www.hotspringssdgolf.com,,,,@hotspringssd,https://www.facebook.com/SouthernHillsGolfCourseHotSpringsSD
Southern HIlls CC,calvarez@southernhillscc.org,(918) 492-3351,"2636 E 61st St, Tulsa, OK",2636 E 61st St, Tulsa, OK,74136,http://www.southernhillscc.com,,,,no account,no actual page
Southern Pines GC,"(Doug Thompson, Director of Golf) 
thompson@southernpinesgc.com",(910) 692-6551,"290 Country Club Cir, Southern Pines, NC",290 Country Club Cir, Southern Pines, NC,28387,"
http://southernpinesgc.com",,,,widgets on site don't work,widgets on site don't work
Southhampton GC,no email listed,(631) 283-0623,"1005 County Road 39, Southampton, NY",1005 County Road 39, Southampton, NY,11968,http://southamptongolfclub.com,,,,,
Spanish Oaks GC,"(Amy Denton, General Info) adenton@spanishoaks.com",(512) 421-8530,"13001 Spanish Oaks Club Blvd, Austin, TX ",13001 Spanish Oaks Club Blvd, Austin, TX ,78738,http://spanishoaksgc.com,,,,@SpanishOaksTx,https://www.facebook.com/SpanishOaksRealty
Spirit Hollow,"*no email listed, contact form (asks for phone number)",(319) 752-0004,"5592 Club House Dr, Burlington, IA",5592 Club House Dr, Burlington, IA,52601,http://www.spirithollowgolfcourse.com,,,,@SpiritHollow,https://www.facebook.com/pages/Spirit-Hollow-Golf-Course/738303772869240?rf=146156742074438
Spring Creek Ranch,golfshop@springcreekranch.org,(901) 853-5650,"149 Chinquapin Dr, Collierville, TN ",149 Chinquapin Dr, Collierville, TN ,38017,http://join.springcreekranch.org,,,,@springcrkranch,https://www.facebook.com/springcrkranch
Spring Hill GC,,(952) 473-1500,"725 County Road 6, Wayzata, MN",725 County Road 6, Wayzata, MN,55391,http://springhillgc.com,,,,no account?,no actual page found
Spring Island /Old Tabby Links,*no email listed; contact form available,(843) 987-2200,"42 Mobley Oaks Ln, Okatie, SC",42 Mobley Oaks Ln, Okatie, SC,29909,http://www.springisland.com/golf.html,,,,no account,https://www.facebook.com/pages/Old-Tabby-Links/181016566074
Spyglass Hill,"(Ryan Pierce, Media Contact) piercer@pebblebeach.com",(831) 625-8563,"1700 17 Mile Dr, Pebble Beach, CA",1700 17 Mile Dr, Pebble Beach, CA,93953,http://www.pebblebeach.com/golf/spyglass-hill-golf-course,,,,@PebbleBeachCali,https://www.facebook.com/PebbleBeachResorts
Squire Creek,,(318) 768-7000,"289 Squire Creek Pkwy, Choudrant, LA",289 Squire Creek Pkwy, Choudrant, LA,71227,http://www.squirecreek.com,,"Par-72 // 7,105 yards",,,
St. George Golf & Country Club,webmaster@stgeorges.org,(631) 751-0388,"134 Lower Sheep Pasture Rd, Setauket- East Setauket, NY",134 Lower Sheep Pasture Rd, Setauket- East Setauket, NY,11733,https://www.stgeorgesgolf.com,,,,no twitter,no actual page
St. Louis CC,,,"St. Louis, MO",,St. Louis, MO,,,,,,,
Stanford GC,(Shannon Donlon - GM) sdonlon@stanford.edu,,"198 Junipero Serra Blvd, Stanford, CA",198 Junipero Serra Blvd, Stanford, CA,94305,http://golfcourse.stanford.edu,,,,,
Stanwich Club,,(203) 869-0555,"888 North Street, Greenwich, CT ",888 North Street, Greenwich, CT ,06831,http://www.stanwich.com/,,,,,
Stevens Park,"(Jim Henderson, Director of Golf) hendersonj@sbcglobal.net",(214) 670-7506,"1005 N Montclair Ave, Dallas, TX",1005 N Montclair Ave, Dallas, TX,75208,http://www.stevensparkgolf.com,,,,@StevensParkGolf,https://www.facebook.com/pages/Stevens-Park-Golf-Course/148812148478053
Stevinson Ranch,info@stevinsonranch.com,(209) 664-6450,"2700 N Van Clief Rd, Stevinson, CA",2700 N Van Clief Rd, Stevinson, CA,95374,http://www.stevinsonranch.com,,,$47-$65 until August,no account,https://www.facebook.com/pages/Stevinson-Ranch/112808268754736
Stone Canyon,info@stonecanyongolfclub.com,1-816-228-3333,"22415 E. 39th Street, Blue Spring, MO",22415 E. 39th Street, Blue Spring, MO,64015,http://www.stonecanyongolfclub.com,,,,@Stone_Canyon,https://www.facebook.com/stonecanyongolfclub
Stone Eagle GC,,(760) 773-6223,"72500 Stone Eagle Dr, Palm Desert, CA",72500 Stone Eagle Dr, Palm Desert, CA,92260,http://www.stoneeaglegolf.com,,,,,
Stonehenge,whuddleston@fairfieldglade.cc,(931) 484-3731,"        222 Fairfield Blvd , Crossville, TN ",        222 Fairfield Blvd , Crossville, TN ,38558,http://www.fairfieldglade.cc/Golf/Courses/Stonehenge.aspx,,,,@seann2golf,https://www.facebook.com/fairfieldgladecc
Stonelick Hills,mike@stonelickhills.com,(513) 735-4653,"3155 Sherilyn Ln, Batavia, OH 4",3155 Sherilyn Ln, Batavia, OH,45103,http://www.stonelickhills.com,,,,not listed on site,https://www.facebook.com/stonelickhills
"StoneRidge
","*no email listed, contact form (requires phone number)",(651) 436-4653,"13600 N Hudson Blvd, Stillwater, MN",13600 N Hudson Blvd, Stillwater, MN,55082,http://www.stoneridgegc.com,,,,@StoneRidgeGC,https://www.facebook.com/StoneRidgeGolfClub
Stonewall GC,"(Paul Mauer, general manager) pmauer@stonewalllinks.com",610-286-3030,"375 Bulltown Road 
Elverson, Pennsylvania",375 Bulltown Road,Elverson,PA,19520,http://www.stonewalllinks.com/index.html,,,,no account,no actual page
Stonewall Orchard GC,info@stonewallorchard.com,(847) 740-4890,"25675 Illinois 60, Grayslake, IL",25675 Illinois 60, Grayslake, IL,60030,http://www.stonewallorchard.com,,,,@StonewallOrch,https://www.facebook.com/stonewallorchard
Stonewall Resort,"(Bryan Brown, Media Contact) bryan@browncomm.com",(304) 269-7400,"940 Resort Dr, Roanoke, WV ",940 Resort Dr, Roanoke," WV 
",26447,http://www.stonewallresort.com,,,,@stonewallresort,https://www.facebook.com/stonewallresort
Stowe Mountain Club,*no email listed; contact form,(802) 253-3563,"5781 Mountain Rd, Stowe, VT",5781 Mountain Rd, Stowe, VT,05672,"
http://www.stowemountainlodge.com/stowe-vermont-golf-resort.php",,,,@StoweMtnLodge,https://www.facebook.com/stowemountainresort
Streamsong (Blue),"(Scott Wilson, Director of Golf) scott.wilson@streamsongresort.com",863.428.1000,"1000 Streamsong Drive, Streamsong, Fl",1000 Streamsong Drive, Streamsong, Fl,33834,http://www.streamsongresort.com/best-florida-golf/streamsong-blue/,,,,@StreamsongGolf,https://www.facebook.com/streamsongresort
Streamsong (Red),"(Scott Wilson, Director of Golf) scott.wilson@streamsongresort.com",863.428.1000,"1000 Streamsong Drive, Streamsong, Fl",1000 Streamsong Drive, Streamsong, Fl,33834,http://www.streamsongresort.com/best-florida-golf/streamsong-red/,,,,@StreamsongGolf,https://www.facebook.com/streamsongresort
Succession GC,no email listed,843.522.4600,"100 Islands Causeway | Beaufort, SC",100 Islands Causeway,Beaufort, SC,29907,http://www.secessiongolf.com,,,,no account,no actual page
Sun Valley (Trail Creek),golf@sunvalley.com,208-622-2251,"Trail Creek Rd, Sun Valley, ID ",Trail Creek Rd, Sun Valley, ID ,83340,http://www.sunvalley.com/golf/trailcreek/,,,,@sunvalley,https://www.facebook.com/sunvalley
Sunbrook GC (Point /Woodbridge),colby.cowan@sgcity.org,(435) 627-4400,"2366 W Sunbrook Dr, St George, UT ",2366 W Sunbrook Dr, St George, UT ,84770,http://www.stgeorgecitygolf.com/sunbrook.php,,,,no account,https://www.facebook.com/pages/Sunbrook-Golf-Course/206796876038837
Sunday River,info@harrisgolfonline.com,(207) 824-4653,"18 Championship Dr, Newry, ME",18 Championship Dr, Newry, ME,04261,http://www.harrisgolfonline.com/sundayrivergolfclub_index.php,,,,@sundayriver,https://www.facebook.com/SundayRiverGolfClub
Sunnehanna CC,Frontdesk@sunnehannacountryclub.com,814.255.4121,"1000 Sunnehanna Dr. Johnstown, PA",1000 Sunnehanna Dr.,Johnstown, PA,15905,http://www.sunnehannacountryclub.com,,,,no account,https://www.facebook.com/sunnehanna
SunRidge Canyon,"(Wes Neal, Head Golf Professional) wes.neal@sunridgegolf.com",480-837-5100,"13100 Sunridge Dr, Fountain Hills, AZ",13100 Sunridge Dr, Fountain Hills, AZ,85268,http://www.sunridgegolf.com,,"Par - 71 // 6,823 yards",$70-$190,@SunRidgeCanyon,https://www.facebook.com/SunRidgeCanyonGolf
Sunriver (Crosswater),ryandavis@pga.com,1-800-801-8765,Sunriver,,Sunriver,,97707,http://www.sunriver-resort.com/crosswater-golf-course-oregon.php,,,,@SunriverResort,https://www.facebook.com/SunriverResort
Sweetgrass,info@islandresortandcasino.com,(877) 475-4733,"W-399 U.S. 2, Harris, MI",W-399 U.S. 2, Harris, MI,49845,http://sweetgrassgolfclub.com,,,,"
@SweetgrassGolf",https://www.facebook.com/sweetgrassgolfclub
Swope Memorial GC,swopememorial@orion-mgmt.com,(816) 513-8910,"6900 Swope Memorial Dr, Kansas City, MO ",6900 Swope Memorial Dr, Kansas City, MO ,64132,http://www.swopememorialgolfcourse.com,,,,,https://www.facebook.com/pages/Swope-Memorial-Golf-Course/147459725609
Taconic gc,"*no email listed , contat form",(413) 458-3997,"19 Meacham St, Williamstown, MA",19 Meacham St, Williamstown, MA,01267,http://taconicgolf.com,,,,,
Talking Stick (North),"(Brian Kolehma, Head Golf Professional) bkolehma@troongolf.com",(480) 860-2221,"9998 E Indian Bend Rd, Scottsdale, AZ",9998 E Indian Bend Rd, Scottsdale, AZ,85256,"http://www.talkingstickgolfclub.com/index.php
",,not listed on site,not listed on site,@talking_stickgc,https://www.facebook.com/pages/Talking-Stick-Golf-Club/167012922545
Tallgrass GC,infoattallgrass@gmail.com,(631) 209-9359,"24 Cooper St, Shoreham, NY ",24 Cooper St, Shoreham, NY ,11786,http://www.tallgrassgc.com,,,,@TallGrassGC,https://www.facebook.com/pages/Tallgrass-Golf-Course/134836893218303
Tamarack CC,,(203) 531-7300,"55 Locust Rd, Greenwich, CT ",55 Locust Rd, Greenwich, CT ,06831,http://www.tamarackcountryclub.com/,,,,,
Taos GC,"*no email listed, contact form (asks for phone number)",575.758.7300,Rnchos de Taos,,Rnchos de Taos,,87557,http://www.taoscountryclub.com,,,,no account,https://www.facebook.com/pages/Taos-Country-Club/334089349245
Tetherow,"(Chris Condon, Golf Course Superintendent) ccondon@tetherow.com",(541) 388-2582,"61240 Skyline Ranch Rd, Bend, OR",61240 Skyline Ranch Rd, Bend, OR,97702,http://www.tetherow.com,,,,@TetherowGolf,https://www.facebook.com/TetherowGolf
Teton Pines,info@tetonpines.com,(307) 733-1005,"        3450 Clubhouse Dr, Wilson, WY",        3450 Clubhouse Dr, Wilson, WY,83014,http://www.tetonpines.com/Club/Scripts/Home/home.asp,,,,@TetonPines,https://www.facebook.com/TetonPinesCountryClub
Texas Star,texasstar@eulesstx.gov,(817) 685-7888,"1400 Texas Star Pkwy, Euless, TX",1400 Texas Star Pkwy, Euless, TX,76040,http://www.texasstargolf.com,,,,@TexasStarGolf,https://facebook.com/texasstargolf?_rdr
Thanksgiving Point,*no email listed,(801) 768-4999," 3900 Garden Dr, Lehi, UT", 3900 Garden Dr, Lehi, UT,84043,http://www.thanksgivingpoint.org/visit/golf,,,$31-$51 depending on day / season,"no specific account for golf, but updates on: @ThanksPoint",https://www.facebook.com/ThanksgivingPointGolf
The Bear's Club,info@thebearsclub.com,(561) 626-2327,"250 Bears Club Dr, Jupiter, FL",250 Bears Club Dr, Jupiter, FL,33477,http://www.thebearsclub.com,,,,,
The Bluffs Golf Resort,"(Tom Agazzi, Head Golf Professional) tagazzi@thebluffs.com",(225) 634-5757,"14233 Sunrise Way, St Francisville, LA",14233 Sunrise Way, St Francisville, LA,70775,http://www.thebluffs.com,,,,@BluffsGolf,https://www.facebook.com/pages/The-Bluffs-Golf-Course/295149335814
The Breakers (Rees Jones Course),"*no email listed, contact form",(561) 653-6320,"1550 Flagler Pkwy, West Palm Beach, FL ",1550 Flagler Pkwy, West Palm Beach, FL ,33411,http://www.membershipsbythebreakers.com/breakers-west/membership,,,,no account,https://www.facebook.com/JWGABreakers
The Bridges GC at Hollywood Casino,*no email listed,(228) 463-4047,"711 Hollywood Blvd, Bay St Louis, MS ",711 Hollywood Blvd, Bay St Louis, MS ,39520,http://www.hollywoodcasinobsl.com,,"Par - 72 // 6,900 yards",,,https://www.facebook.com/GolfTheBridges
The Broadmoor (East),reservations@broadmoor.com,(877) 751-5492,"1 Lake Ave, Colorado Springs, CO",1 Lake Ave, Colorado Springs, CO,80906,http://www.broadmoor.com/east-golf-course/,,"Par: 72 Yardage: 7,355",$130 - $260,@thebroadmoor,http://facebook.com/thebroadmoor
The Broadmoor (West),reservations@broadmoor.com,(877) 751-5492,"1 Lake Ave, Colorado Springs, CO",1 Lake Ave, Colorado Springs, CO,80906,http://www.broadmoor.com/west-golf-course/,,"Par: 72 Yardage: 7,355",$130 - $260,@thebroadmoor,http://facebook.com/thebroadmoor
The Bull at Pinehurst Farms,info@golfthebull.com,(920) 467-1500,"1 Long Dr, Sheboygan Falls, WIÂ ",1 Long Dr, Sheboygan Falls, WIÂ ,53085,http://www.golfthebull.com,,,,@TheBullatPF,https://www.facebook.com/golfthebull
The Classic at Madden's Lake,"*no email listed, contact form",(218) 829-2811,"11266 Pine Beach Peninsula, Brainerd, MN",11266 Pine Beach Peninsula, Brainerd, MN,56401,http://www.maddens.com,,,,widget leads to home page,https://www.facebook.com/pages/The-Classic-At-Maddens/140204376023026
The Club at Ravenna,,,"11118 Caretaker Rd Littleton, CO",11118 Caretaker Rd,Littleton, CO,80125,http://www.ravennagolf.com,,,,,
The Country Club,mail@thecountryclub.com,(216) 831-9200,"2825 Lander Road | Pepper Pike, OH ",2825 Lander Road,Pepper Pike, OH ,44124,http://www.thecountryclub.com,,,,,
The Country Club,admin@saltlakecountryclub.com,(801) 466-8751,"2400 Country Club Dr, Salt Lake City, UT",2400 Country Club Dr, Salt Lake City, UT,84109,http://www.saltlakecountryclub.com,,,,no account,https://www.facebook.com/pages/Salt-Lake-Country-Club/132763196805237
The Country Club (Composite),,,"Brookline ,MA",,Brookline ,MA,,,,,,,
The Course at Yale,,(203) 392-2377,"200 Conrad Dr, New Haven, CT",200 Conrad Dr, New Haven, CT,06515,http://thecourseatyale.org,,,,no account,https://www.facebook.com/pages/The-Course-at-Yale/385077244900083
The Deltona Club,Info@TheDeltonaClub.com,(386) 789-3911,"1120 Elkcam Blvd, Deltona, FL",1120 Elkcam Blvd, Deltona, FL,32725,http://www.thedeltonaclub.com/index.html,,,,@DeltonaClub,https://www.facebook.com/deltonaclub
The Farm GC,,,"Dalton, GA",,Dalton, GA,,,,,,,
The Georgia Club,info@thegeorgiaclub.com,(770) 725-8100,"
1050 Chancellors Drive Statham, GA","
1050 Chancellors Drive",Statham, GA,30666,http://www.thegeorgiaclub.com,,,,@TheGeorgiaClub,https://www.facebook.com/thegeorgiaclub
The Glen Club,"(Howard Johnston III, General Manager) hjohnston@theglenclub.com",(847) 724-7272,"2901 W Lake Ave, Glenview, IL ",2901 W Lake Ave, Glenview, IL ,60026,http://www.theglenclub.com/-home,,,,@TheGlenClub,https://www.facebook.com/pages/The-Glen-Club/105401779502727
The Golf Club,no website?,(614) 855-1564,"4522 Kitzmiller Rd, New Albany, OH ",4522 Kitzmiller Rd, New Albany, OH ,43054,no website?,,,,,
The Golf Club at Bear Dance,"(Mark Pfingston, Head Golf Professional) mark@beardancegolf.com",(303) 681-4653,"6630 Bear Dance Dr, Larkspur, CO",6630 Bear Dance Dr, Larkspur, CO,80118,http://www.beardancegolf.com,,,,@BearDanceGolf,https://www.facebook.com/bear.dance.77?fref=ts
The Golf Club at Black Rock,,(208) 676-8999,"18168 S Kimberlite Dr, Coeur d'Alene, ID ",18168 S Kimberlite Dr, Coeur d'Alene, ID ,83814,https://www.blackrockidaho.com,,,,,
The Golf Club at Equinox,cluckey@troongolf.com,(802) 362-7870,"108 Union St, Manchester, VT ",108 Union St, Manchester, VT ,05254,http://www.equinoxresort.com,,,,not linked to site,https://www.facebook.com/EquinoxResortandSpa
The Grand GC,"(Marguarite Clark, Public Relations) pr@thegranddelmar.com",858.314.2000,"5200 Grand Del Mar Way, San Diego, CA",5200 Grand Del Mar Way, San Diego, CA,92130,https://www.thegranddelmar.com,,,,Twitter link brings you to home page,https://www.facebook.com/thegranddelmar
The Greenbrier GC (Old White TPC),"(Jeff Kmiec, President and Managing Director)  jeff_kmiec@greenbrier.com",(855) 453-4858,"Greenbrier Resort, 300 W Main St, WV", 300 W Main St,White Sulphur Springs, WV,24986,http://www.greenbrier.com/Golf/The-Golf-Club/The-Old-White-TPC.aspx,,,,@The_Greenbrier,https://www.facebook.com/TheGreenbrierClassic
The International GC,specialevents@theinternational.com,(978) 779-6911,"159 Ballville Road
Bolton, Massachusetts 01740",159 Ballville Road,Bolton,MA,01740,?,,,,no account,https://www.facebook.com/IGCBolton
The Ledges GC,info@theledges.com,(435) 634-4640,"1585 W Ledges Parkway, St. George, UT",1585 W Ledges Parkway, St. George, UT,84770,"
https://www.ledges.com",,Par 72/Yardage 7145 from Black tees and 6230 from White tees,$45-$75 depending on day/season (9-hole and twilight rates also available),@ledgesgolfclub,https://www.facebook.com/LedgesofSt.George
The Madison Club,,(760) 777-9320,"53rd Ave, La Quinta, CA",53rd Ave, La Quinta, CA,92253,http://madisonclubca.com,,,,,
The Oaks,"(Russ Bloom, General Manager) rbloom@theoaksgolfclub.com",(228) 452-0909,"24384 Club House Dr, Pass Christian, MS",24384 Club House Dr, Pass Christian, MS,39571,http://www.theoaksgolfclub.com/-home,,,,,https://www.facebook.com/TheOaksGolf
The Oaks Golf Links,"(Shaun Bishop, Director of Golf) sbishop@theoaksgolflinks.com",603-692-6257,Somersworth,,Somersworth,,03878,http://www.theoaksgolflinks.com/-home,,,,@TheOaksGolfLink,
The Powder Horn (Mountain /Stag),clubhouse@thepowderhorn.com,(307) 673-4800,Sheridan,,Sheridan,,82801,http://www.thepowderhorn.com/-home,,,,@ThePowderHornWY,https://www.facebook.com/PowderHornGolfCommunity
The Preserve,,(831) 620-6870,"19 E Pronghorn Run, Carmel, CA",19 E Pronghorn Run, Carmel, CA,93923,http://www.santaluciapreserve.com,,,,,
The Preserve GC,"(Stephen Miles, Director of Operations) stephenm@preservegc.com",(228) 386-2500,Vancleave,,Vancleave,,39565,http://www.preservegc.com/-home,,,,@PRESERVEGOLF,
The Ranch CC,"(Hope E. Kelley, Head Golf Professional) Hope@TheRanchGolfClub.com",(413) 569-9333,"11887 Tejon St, Southwick, CO ",11887 Tejon St, Southwick, CO ,01077,http://www.theranchgolfclub.com,,,,no account,https://www.facebook.com/TheRanchGolfClub
The Ranch Club,nmckethen@ranchclub.com,(406) 532-1000,"8501 Ranch Club Rd, Missoula, Mt",8501 Ranch Club Rd, Missoula, Mt,59808,http://www.ranchclub.com,,,,,
The Ranches GC,"*no email listed, contact form",(801) 789-8100,"        4128 E Clubhouse Ln, Eagle Mountain, UT",        4128 E Clubhouse Ln, Eagle Mountain, UT,84005,http://www.theranchesgolfclub.com,,,,@TheRanchesGolf,https://www.facebook.com/theranchesgolfclub
The Rawls Course at Texas Tech,"*no email listed, contact form",(806) 742-4653,"3720 4th St, Lubbock, TX ",3720 4th St, Lubbock, TX ,79415,http://www.therawlscourse.com/index.php,,,,not listed on site,https://www.facebook.com/TheRawlsCourse
The Refuge,info@refugegolfclub.com,(763) 753-8383,"21250 Yellow Pine St NW, Oak Grove, MN",21250 Yellow Pine St NW, Oak Grove, MN,55011,http://www.refugegolfclub.com,,,,@refugegolf,https://www.facebook.com/RefugeCountyClub
The Resort at Glade Spring (Cobb),"*no email listed, contact form",(304) 763-2050,"255 Resort Dr, Daniels, WV",255 Resort Dr, Daniels, WV,25832,http://www.gladesprings.com/cobb-golf-course.php,,,,@GladeSpringsWV,https://www.facebook.com/GladeSpringsWV
The Resort at Glade Spring (Stonehaven),info@gladesprings.com,(866) 562-8054," 255 Resort Drive | Daniels, West Virginia", 255 Resort Drive,Daniels,WV,25832,http://www.gladesprings.com/stonehaven-golf-course.php,,,,@GladeSpringsWV,https://www.facebook.com/GladeSpringsWV
The Rim,"no email listed, contact form",(928) 472-1470,"300 S Rim Club Dr, Payson, AZ",300 S Rim Club Dr, Payson, AZ,85541,http://rimgolf.com,,,,no account,https://www.facebook.com/TheRimGolfClub
The Shoals,TheShoals@RTJGolf.com,256-446-5111,"990 Sunbelt Pkwy, Muscle Shoals, Alabama",990 Sunbelt Pkwy, Muscle Shoals,AL,35661,https://www.rtjgolf.com/theshoals/,,,starts at $65,@RTJGolf,https://www.facebook.com/rtjgolf
The Stock Farm,membershipdirector@stockfarm.com,(406) 375-1887,"1428 Stock Farm Road | Hamilton, Mont",1428 Stock Farm Road,Hamilton,MT,59840,http://www.stockfarm.com,,,,,
The Tribute GC,tributegm@americangolf.com,(972) 370-5465,"1000 Lebanon Road, The Colony, TX",1000 Lebanon Road, The Colony, TX,75056,http://www.thetributegc.com,,,,@TheTributeGolf,https://www.facebook.com/thetributegolf
The Verrado Golf Club,*no listed email,623-388-3000,"4242 N Golf Dr, Buckeye, AZ",4242 N Golf Dr, Buckeye, AZ,85396,http://www.ravenatverrado.com,,not listed on site,$29-$49,@VerradoGolfClub,https://www.facebook.com/pages/Verrado-Golf-Club/113071372051626
Three Crowns GC,"(Christopher Moore, Genera Manager) cmoore@threecrownsgolfclub.com",(307) 472-7696,"1601 King Blvd, Casper, WY",1601 King Blvd, Casper, WY,82604,http://www.threecrownsgolfclub.com/-home,,,,@ThreeCrowns,https://www.facebook.com/pages/Three-Crowns-Golf-Club/194270516277
Thunder Bayou Golf Links,"*no email listed, contact form (asks for phone number on form) ",(870) 532-2621,"124 W Walnut St, Blytheville, AR",124 W Walnut St, Blytheville, AR,72315,http://www.thunderbayougolflinks.com,,,$20-$33,no account,https://www.facebook.com/pages/Thunder-Bayou-Golf-Links/151316671567655
ThunderHawk,thunderhawk@LCFPD.org,(847) 968-4295,"39700 N Lewis Ave, Beach Park, IL",39700 N Lewis Ave, Beach Park, IL,60099,http://www.thunderhawkgolfclub.org,,,,@ThunderHawkGolf,https://www.facebook.com/ThunderhawkGolf
Tidewater Plantation GC,"*no email listed, contact form for future guests",(843) 913-2424,"1400 Tidewater Dr, North Myrtle Beach, SC ",1400 Tidewater Dr, North Myrtle Beach, SC ,29582,http://tidewatergolf.com,,,,@TidewaterGolfMB,https://www.facebook.com/TidewaterGolfClub
Timberline,*no listed email,205-668-7888,"300 Timberline Trail, Calera, AL",300 Timberline Trail, Calera, AL,35040,http://timberlinegc.com/,,"Par-71 // 4,808 to 6,745 yards",$32 - $58 for 18 holes // $26 - $31 for 9 holes,@TimberlineGolf,https://www.facebook.com/Timberline.Golf
TimberStone GC,*no email listed,(906) 776-0111,Iron Mountain,Iron Mountain,,,49801,http://www.pinemountainresort.com/golf,,,,no account,https://www.facebook.com/pages/TimberStone-Golf-Course/164745846911562
Timberton GC,*no email listed,(601) 584-4653,"22 Clubhouse Dr, Hattiesburg, MS",22 Clubhouse Dr, Hattiesburg, MS,39401,http://www.timbertongolf.com,,,,,https://www.facebook.com/pages/Timberton-Golf-Club/120959137954276
Timuquana GC,timuquanacc@timuquana.net,(904) 388-2664,"4028 Timuquana Rd, Jacksonville, FL",4028 Timuquana Rd, Jacksonville, FL,32210,https://www.timuquana.net,,,,,
Tobacco Road,info@tobaccoroadgolf.com,(919) 775-1940,"442 Tobacco Rd, Sanford, NC",442 Tobacco Rd, Sanford, NC,27332,http://www.tobaccoroadgolf.com,,,,@TobaccoRoadGolf,https://www.facebook.com/TobaccoRoadGolfClub?ref=sgm
Tom's Run,golf@chestnutridgeresort.com,(724) 459-7191,"132 Pine Ridge Road | Blairsville, PA",132 Pine Ridge Road | Blairsville, PA,,15717,http://www.chestnutridgeresort.com/trgc.php,,,,@CRResort,https://www.facebook.com/chestnutridgeresort
Torrey Pines,*no email listed,(858) 581-7171,"1480 Torrey pines park Rd, San Diego, CA",1480 Torrey pines park Rd, San Diego, CA,92037,http://www.torreypinesgolfcourse.com/_tpgallery/index.html,,,,no account,not listed on site
Torrey Pines Municipal GC,,(858) 581-7171,"11480 Torrey pines park Rd, San Diego, CA",11480 Torrey pines park Rd, San Diego, CA,92037,no website?,,,,,
TPC at Myrtle Beach,,,Murrells Inlet,Murrells Inlet,,,,,,,,?,?
TPC Four Seasons Las Colinas,,,Irving,Irving,,,,,,,,,
TPC Harding Park,*no email listed,(415) 664-4690,"99 Harding Rd, San Francisco, CA",99 Harding Rd, San Francisco, CA,94132,https://www.tpc.com/tpc-harding-park,,,,@TPCHardingPark,https://www.facebook.com/TPCHardingPark
